TWC_200/FREQUENCY_PROGRAM,TWC_200/FREQUENCY_PROGRAM
19140.0,2.0039079817809144E8
19175.0,2.003907981966563E8
19195.0,2.003907982102635E8
19210.0,2.0039079821867493E8
19245.0,2.0039079823266155E8
19280.0,2.0039079825929734E8
19295.0,2.0039079826829553E8
19315.0,2.0039079827716297E8
19350.0,2.0039079829828665E8
19385.0,2.0039079831442875E8
19395.0,2.0039079831974703E8
19420.0,2.0039079833692917E8
19445.0,2.0039079835575747E8
19455.0,2.003907983618953E8
19490.0,2.0039079837802792E8
19495.0,2.0039079838209298E8
19525.0,2.0039079841140148E8
19560.0,2.003907984406541E8
19595.0,2.003907984638629E8
19630.0,2.0039079848399562E8
19645.0,2.0039079849173456E8
19665.0,2.0039079850306392E8
19695.0,2.0039079852247784E8
19700.0,2.0039079852518836E8
19735.0,2.003907985395232E8
19745.0,2.003907985449443E8
19770.0,2.0039079856024227E8
19795.0,2.0039079857177204E8
19805.0,2.003907985769003E8
19840.0,2.0039079860012454E8
19845.0,2.0039079860285655E8
19875.0,2.003907986133871E8
19895.0,2.0039079862275037E8
19910.0,2.0039079863233373E8
19980.0,2.0039079866557637E8
20045.0,2.003907986885418E8
20050.0,2.003907986918827E8
20085.0,2.0039079871990743E8
20095.0,2.00390798729479E8
20120.0,2.003907987471322E8
20145.0,2.0039079875885743E8
20155.0,2.0039079876395196E8
20190.0,2.003907987790697E8
20195.0,2.0039079878202024E8
20225.0,2.003907987972848E8
20245.0,2.003907988088118E8
20260.0,2.0039079882577062E8
20295.0,2.0039079885867205E8
20330.0,2.003907988818528E8
20345.0,2.003907988933205E8
20365.0,2.0039079890230227E8
20395.0,2.0039079891780084E8
20400.0,2.0039079892145446E8
20435.0,2.0039079894108894E8
20470.0,2.0039079896477225E8
20495.0,2.0039079897786942E8
20505.0,2.003907989820975E8
20540.0,2.0039079900243157E8
20575.0,2.0039079901743767E8
20595.0,2.0039079902781054E8
20610.0,2.003907990345295E8
20645.0,2.003907990473781E8
20680.0,2.0039079907351053E8
20715.0,2.003907990946738E8
20745.0,2.003907991065806E8
20750.0,2.003907991096115E8
20785.0,2.0039079913546583E8
20795.0,2.0039079914152765E8
20820.0,2.003907991546125E8
20845.0,2.0039079917101005E8
20855.0,2.0039079917641184E8
20890.0,2.0039079918955114E8
20895.0,2.0039079919225204E8
20925.0,2.00390799210057E8
20945.0,2.0039079922061035E8
20960.0,2.0039079922969973E8
20995.0,2.0039079926018342E8
21030.0,2.003907992859619E8
21065.0,2.003907993124945E8
21095.0,2.0039079933114788E8
21100.0,2.0039079933378035E8
21170.0,2.003907993798167E8
21195.0,2.0039079939512447E8
21205.0,2.003907994016067E8
21240.0,2.0039079942896146E8
21245.0,2.0039079943229777E8
21275.0,2.003907994496355E8
21295.0,2.0039079946051472E8
21310.0,2.0039079946715635E8
21345.0,2.0039079948547128E8
21380.0,2.0039079950170773E8
21395.0,2.0039079951101235E8
21415.0,2.003907995242731E8
21445.0,2.0039079953502098E8
21450.0,2.0039079953830835E8
21485.0,2.0039079956651235E8
21495.0,2.0039079957364574E8
21520.0,2.0039079959003735E8
21545.0,2.0039079960874096E8
21555.0,2.003907996136827E8
21590.0,2.0039079962544423E8
21595.0,2.0039079962791508E8
21625.0,2.00390799657004E8
21645.0,2.003907996740545E8
21660.0,2.0039079968223986E8
21695.0,2.003907997054373E8
21730.0,2.0039079972906026E8
21745.0,2.0039079974094072E8
21765.0,2.0039079975167358E8
21795.0,2.003907997697981E8
21800.0,2.0039079977386805E8
21845.0,2.0039079980809754E8
21895.0,2.0039079983109486E8
21905.0,2.003907998394609E8
21940.0,2.0039079987110466E8
21945.0,2.0039079987518072E8
21995.0,2.0039079990913814E8
22010.0,2.003907999166519E8
22045.0,2.0039079993493184E8
22080.0,2.0039079995944843E8
22095.0,2.0039079996728915E8
22150.0,2.0039080000094172E8
22185.0,2.0039080002543887E8
22195.0,2.0039080003442925E8
22220.0,2.0039080005603653E8
22245.0,2.003908000726658E8
22255.0,2.0039080008337474E8
22290.0,2.0039080011566424E8
22295.0,2.0039080012101862E8
22345.0,2.0039080016481543E8
22360.0,2.003908001743702E8
22395.0,2.003908001917695E8
22430.0,2.0039080022232217E8
22445.0,2.003908002324295E8
22465.0,2.003908002463787E8
22495.0,2.0039080026423767E8
22500.0,2.0039080026807535E8
22545.0,2.0039080030770755E8
22570.0,2.0039080033558118E8
22595.0,2.0039080036514193E8
22605.0,2.0039080037265983E8
22640.0,2.003908003966099E8
22645.0,2.0039080039941671E8
22675.0,2.003908004304123E8
22695.0,2.0039080045353422E8
22710.0,2.0039080046165484E8
22745.0,2.0039080048757073E8
22780.0,2.0039080051952395E8
22795.0,2.0039080053192866E8
22815.0,2.0039080054983798E8
22845.0,2.0039080058368966E8
22850.0,2.0039080058893824E8
22885.0,2.0039080062020603E8
22895.0,2.0039080062777612E8
22920.0,2.003908006592076E8
22945.0,2.0039080069404745E8
22955.0,2.003908007053843E8
22990.0,2.0039080074224204E8
22995.0,2.0039080074869207E8
23025.0,2.0039080078186375E8
23045.0,2.0039080080085132E8
23060.0,2.003908008170005E8
23095.0,2.003908008616484E8
23145.0,2.0039080089739498E8
23195.0,2.003908009294163E8
23200.0,2.00390800932339E8
23235.0,2.0039080094922343E8
23245.0,2.0039080095506883E8
23295.0,2.0039080101942253E8
23345.0,2.0039080106620756E8
23395.0,2.0039080111593217E8
23445.0,2.0039080116726032E8
23480.0,2.0039080119937202E8
23495.0,2.003908012144666E8
23515.0,2.0039080124144116E8
23545.0,2.003908012765726E8
23585.0,2.003908013199971E8
23595.0,2.0039080133287004E8
23620.0,2.0039080138590556E8
23645.0,2.0039080143343085E8
23655.0,2.0039080144344786E8
23690.0,2.003908014756809E8
23695.0,2.003908014807961E8
23745.0,2.0039080151612037E8
23781.0,2.0039080154477668E8
,
,
